pmid,pub_year,journal,publication_types,mesh_terms
4030300,1985,Italian journal of neurological sciences,Comparative Study; Journal Article,"Age Factors; Aged; Alzheimer Disease; Cognition; Color Perception; Electroencephalography; Female; Humans; Male; Middle Aged; Reaction Time; Tomography, X-Ray Computed"
36109545,2022,Scientific reports,Journal Article,Hydrology
25618233,2015,Journal of environmental radioactivity,"Journal Article; Research Support, Non-U.S. Gov't","Air Pollutants, Radioactive; Portugal; Radiation Monitoring; Radon; Soil Pollutants, Radioactive; Uranium"
1168130,1975,Endocrinology,Journal Article,"Animals; Circadian Rhythm; Darkness; Dopamine; Ganglia, Autonomic; Haloperidol; Hydroxydopamines; Hypothalamus; Light; Male; Norepinephrine; Pineal Gland; Prolactin; Rats; Starvation; Sympathectomy"
11344618,2000,Indian journal of pathology & microbiology,Case Reports; Journal Article,"Adult; Granulocytes; Humans; Humerus; Leukemia, Myeloid, Acute; Male; Neoplasms, Connective Tissue; Sarcoma"
6746290,1984,"Der Hautarzt; Zeitschrift fur Dermatologie, Venerologie, und verwandte Gebiete","Case Reports; English Abstract; Journal Article; Research Support, Non-U.S. Gov't","Child; Child, Preschool; Female; Humans; Male; Nevus, Pigmented; Pedigree; Skin Neoplasms"
25512825,2014,Journal of medical ethics and history of medicine,Journal Article,
3898438,1985,The Surgical clinics of North America,Journal Article; Review,Age Factors; Aortic Valve Insufficiency; Aortic Valve Stenosis; Bioprosthesis; Equipment Failure; Heart Valve Prosthesis; Hemodynamics; Humans; Mitral Valve; Mitral Valve Insufficiency; Mitral Valve Stenosis; Postoperative Complications; Prosthesis Design; Thromboembolism; Time Factors
33809083,2021,"Foods (Basel, Switzerland)",Journal Article,
23631995,2013,NeuroImage,"Journal Article; Research Support, Non-U.S. Gov't","Adult; Cerebral Cortex; Gyrus Cinguli; Humans; Male; Positron-Emission Tomography; Receptors, Nicotinic; Tissue Distribution"
16247011,2005,Proceedings of the National Academy of Sciences of the United States of America,"Journal Article; Research Support, N.I.H., Extramural","Animals; Chromatin Immunoprecipitation; Gene Expression Regulation, Viral; Herpes Simplex; Herpesvirus 1, Human; Heterochromatin; Histones; Male; Mice; Mice, Inbred Strains; MicroRNAs; Promoter Regions, Genetic; Viral Proteins; Virus Latency"
28639406,2017,Microbial biotechnology,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Biomass; Cyanobacteria; Ecosystem; Fresh Water; Harmful Algal Bloom; Herbicides; Nitrogen; Phosphorus; Temperature
1059111,1975,Proceedings of the National Academy of Sciences of the United States of America,"Journal Article; Research Support, U.S. Gov't, P.H.S.","Adult; DNA; DNA Nucleotidyltransferases; Depression, Chemical; Dithiothreitol; Dose-Response Relationship, Drug; Enzyme Activation; Humans; Magnesium; Male; Polyethylene Glycols; RNA; Ribonucleases; Semen; Sperm Head; Spermatozoa; Templates, Genetic"
33931247,2021,Transplantation proceedings,Journal Article,ABO Blood-Group System; Adult; Blood Group Incompatibility; Delayed Graft Function; Female; Glomerular Filtration Rate; Graft Survival; Humans; Immunosuppression Therapy; Immunosuppressive Agents; Incidence; Kidney Transplantation; Living Donors; Male; Middle Aged; Odds Ratio; Plasma Exchange; Plasmapheresis; Retrospective Studies
21629063,2013,Annals of plastic surgery,Case Reports; Journal Article,"Adult; Anastomosis, Surgical; Biocompatible Materials; Carcinoma, Adenoid Cystic; Humans; Male; Polytetrafluoroethylene; Stents; Thoracic Surgical Procedures; Trachea; Tracheal Neoplasms"
23984390,2013,BioMed research international,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Benzo(a)pyrene; Biocatalysis; Biotin; Cytochrome P-450 CYP1A1; Cytochrome P-450 CYP1A2; Dietary Supplements; Enzyme Induction; Gene Expression Regulation, Enzymologic; Liver; Male; MicroRNAs; Mutagenicity Tests; RNA, Messenger; Rats; Rats, Wistar"
14550820,2003,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Comparative Study; Journal Article,"Animals; CD11a Antigen; CD18 Antigens; CD4 Antigens; CD8 Antigens; Cyclosporine; Graft Rejection; Heart Transplantation; Immunosuppressive Agents; Leukocytes; Mycophenolic Acid; Rats; Rats, Inbred F344; Rats, Inbred Lew; T-Lymphocyte Subsets; Tacrolimus; Transplantation, Heterotopic"
34765709,2021,Data in brief,Journal Article,
16538052,2006,The American journal of surgical pathology,Case Reports; Journal Article,"Adolescent; Child; Child, Preschool; Cord Blood Stem Cell Transplantation; Epstein-Barr Virus Infections; Female; Flow Cytometry; Herpesvirus 4, Human; Humans; Immunohistochemistry; In Situ Hybridization, Fluorescence; Infant; Lymphoproliferative Disorders; Male; Polymerase Chain Reaction; RNA-Binding Proteins; Ribosomal Proteins"
3557304,1987,"Hepatology (Baltimore, Md.)","Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","Biliary Atresia; Humans; Infant; Liver; Retinol-Binding Proteins; Retinol-Binding Proteins, Cellular; Vitamin A"
9772754,1998,Journal of biotechnology,"Journal Article; Research Support, Non-U.S. Gov't","Adenine Nucleotides; Autoanalysis; Biotechnology; Chromatography, High Pressure Liquid; NAD; Nucleotides; Robotics; Saccharomyces cerevisiae"
19019698,2009,Journal of the American Society for Mass Spectrometry,Journal Article,"Peptides; Polyethylene Glycols; Spectrometry, Mass, Electrospray Ionization; Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization"
36756623,2023,Archives animal breeding,Journal Article,
28033543,2017,Atherosclerosis,"Journal Article; Multicenter Study; Research Support, N.I.H., Extramural","Aged; Aged, 80 and over; Aorta, Thoracic; Aortic Diseases; Aortography; Asymptomatic Diseases; Cause of Death; Computed Tomography Angiography; Coronary Angiography; Coronary Disease; Female; Humans; Incidence; Kaplan-Meier Estimate; Male; Middle Aged; Multivariate Analysis; Predictive Value of Tests; Prevalence; Prognosis; Proportional Hazards Models; Prospective Studies; Risk Assessment; Risk Factors; Time Factors; United States; Vascular Calcification"
6875057,1983,Journal of dairy science,"Journal Article; Research Support, Non-U.S. Gov't",Animals; Body Weight; Cattle; Diet; Female; Lactation; Lipid Metabolism; Milk; Milk Proteins; Niacin; Pregnancy
34668670,2021,The American journal of managed care,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Adult; Communication; Cross-Sectional Studies; Female; Humans; Male; Prevalence; Telemedicine
30412924,2018,Epilepsy & behavior : E&B,"Journal Article; Research Support, Non-U.S. Gov't",Adult; Algorithms; Anticonvulsants; Drug Resistant Epilepsy; Feasibility Studies; Female; Humans; Insurance Claim Reporting; Machine Learning; Male; Middle Aged; ROC Curve; Regression Analysis
16120241,2005,Current urology reports,Journal Article; Review,"Biocompatible Materials; Female; Humans; Pelvic Floor; Prosthesis Design; Prosthesis Implantation; Surgical Mesh; Urinary Incontinence, Stress; Uterine Prolapse"
10896011,2000,Archives of physical medicine and rehabilitation,"Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Body Weight; Exercise Test; Female; Humans; Male; Middle Aged; Oxygen Consumption; Paresis; Stroke; Stroke Rehabilitation; Walking
27988421,2017,Current opinion in structural biology,Journal Article; Review,Humans; Ion Channel Gating; Porosity; Voltage-Gated Sodium Channels
19620608,2009,Neurology,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Age of Onset; Aged; Aged, 80 and over; Akinetic Mutism; Autopsy; Brain; Brain Chemistry; Cohort Studies; Comorbidity; Dementia; Disease Progression; Female; Follow-Up Studies; Humans; Longitudinal Studies; Male; Middle Aged; Muscle Rigidity; Parkinson Disease; Time Factors; Tremor"
35952807,2022,Urology,Journal Article,"Adult; Humans; Elective Surgical Procedures; Postoperative Complications; Risk Factors; Malnutrition; Pulmonary Disease, Chronic Obstructive; Retrospective Studies"
31058862,2019,Viruses,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Cytomegalovirus; Cytomegalovirus Infections; Disease Models, Animal; Herpesviridae Infections; Humans; Mice; Mice, Inbred BALB C; Muromegalovirus; Transcription Activator-Like Effector Nucleases; Viral Proteins; Virus Latency; Virus Replication"
4036822,1985,The American journal of cardiology,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Adult; Aged; Angina Pectoris; Angiography; Cineangiography; Electrocardiography; Exercise Test; Female; Humans; Male; Middle Aged; Radionuclide Imaging
6843361,1983,Metabolism: clinical and experimental,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","Adipose Tissue; Animals; Body Weight; Cholesterol; Diet; Lipase; Lipoprotein Lipase; Lipoproteins; Liver; Male; Muscles; Myocardium; Physical Conditioning, Animal; Rats; Succinate Dehydrogenase"
38499473,2024,Scandinavian journal of psychology,Journal Article,"Humans; Burnout, Professional; Female; Male; Trust; Adult; Physicians; Middle Aged; Patient-Centered Care; Israel"
19505981,2009,The Journal of physiology,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Calcineurin; Cardiomegaly; Carrier Proteins; Cyclosporine; Disease Models, Animal; Enzyme Inhibitors; Exercise Tolerance; Heart Failure; Male; Mice; Mice, Inbred C57BL; Mice, Knockout; Myocytes, Cardiac; NFATC Transcription Factors; Phosphotransferases (Alcohol Group Acceptor); Physical Conditioning, Animal; Proto-Oncogene Proteins c-akt; Receptors, Adrenergic, alpha-2; Signal Transduction; TOR Serine-Threonine Kinases; Ventricular Remodeling"
25228895,2014,Frontiers in psychology,Journal Article; Review,
28549242,2017,Journal of pharmaceutical and biomedical analysis,Journal Article,"Chromatography, Liquid; Drug Stability; Piperidines; Pyrimidines; Pyrroles; Tandem Mass Spectrometry"
2840902,1988,Biochemical and biophysical research communications,Journal Article,"Animals; Interleukin-2; Lymphocyte Activation; Periodic Acid; Phosphatidylinositols; Rats; Rats, Inbred Strains"
29752208,2018,Journal of pharmacological sciences,Journal Article,"Adenomyosis; Adult; Apoptosis; Berberine; Cell Cycle; Cell Proliferation; Cells, Cultured; Endometrium; Epidermal Growth Factor; Female; Humans; Interleukin-6; Interleukin-8; NF-kappa B; Phenotype; STAT3 Transcription Factor; Stromal Cells; Transforming Growth Factor beta; Vascular Endothelial Growth Factor A; Young Adult"
1931962,1991,Biochemistry,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.","Alzheimer Disease; Amino Acid Sequence; Amyloid; Humans; Magnetic Resonance Spectroscopy; Mass Spectrometry; Models, Molecular; Molecular Sequence Data; Peptide Fragments; Protein Conformation"
34414739,2021,Huan jing ke xue= Huanjing kexue,Journal Article,Anaerobiosis; Bioreactors; Nitrification; Phosphorus; Sewage
37600161,2023,Frontiers in rehabilitation sciences,Journal Article,
37289315,2023,Clinical rheumatology,Journal Article,"Humans; Male; Anemia; Disease Progression; Prospective Studies; Quality of Life; Registries; Severity of Illness Index; Spondylarthritis; Spondylitis, Ankylosing; Switzerland; Female"
31686799,2019,International journal of chronic obstructive pulmonary disease,Journal Article; Multicenter Study,"Adult; Aged; Aged, 80 and over; Antineoplastic Agents, Immunological; Carcinoma, Non-Small-Cell Lung; Exhalation; Female; Humans; Japan; Lung; Lung Neoplasms; Male; Middle Aged; Nitric Oxide; Nivolumab; Programmed Cell Death 1 Receptor; Prospective Studies; Pulmonary Disease, Chronic Obstructive; Time Factors; Treatment Outcome"
1146502,1975,Acta neurologica Scandinavica,Journal Article,"Blood Glucose; Carotid Artery Thrombosis; Carotid Artery, Internal; Cholesterol; Female; Follow-Up Studies; Humans; Male; Middle Aged; Probability; Prognosis; Smoking; Triglycerides"
35361477,2022,The American journal of cardiology,"Journal Article; Research Support, Non-U.S. Gov't","Atrial Fibrillation; Cohort Studies; Heart Failure; Heart Septal Defects, Atrial; Humans; Registries"
23664458,2013,"European journal of obstetrics, gynecology, and reproductive biology",Clinical Trial; Journal Article,"Adjuvants, Immunologic; Adult; Anti-Mullerian Hormone; Cross-Sectional Studies; Dehydroepiandrosterone; Dietary Supplements; Female; Humans; Infertility, Female; Inhibins; Ovary; Pregnancy; Pregnancy Rate; Prospective Studies; Up-Regulation; Young Adult"
1169831,1975,Tropical and geographical medicine,Journal Article,"Adolescent; Age Factors; Agriculture; Animals; Attitude to Health; Chronic Disease; Dogs; Family Characteristics; Female; Follow-Up Studies; Health Knowledge, Attitudes, Practice; Heart Failure; Humans; Longitudinal Studies; Marriage; Maternal Age; Nigeria; Patient Dropouts; Personality; Pregnancy; Pregnancy Complications, Cardiovascular; Rural Population; Socioeconomic Factors"
956910,1976,The Journal of nutrition,"Journal Article; Research Support, U.S. Gov't, P.H.S.","Age Factors; Animals; Calcium; Dinitrophenols; Dose-Response Relationship, Drug; Duodenum; Ileum; Intestinal Absorption; Intestine, Small; Jejunum; Lactose; Male; Rats"
34251681,2021,Journal of basic microbiology,Journal Article,"Aspergillus niger; Carbon; Crops, Agricultural; Fungi; Gossypium; Hydrogen-Ion Concentration; Iran; Nitrogen; Oryza; Pleurotus; Soil; Glycine max; Temperature"
37916433,2023,Korean journal of transplantation,Journal Article,
10687493,1999,General dentistry,Journal Article; Review,"Anti-Bacterial Agents; Anti-Infective Agents, Local; Chlorhexidine; Dental Scaling; Humans; Iodine; Mouthwashes; Periodontitis; Tetracycline; Tin Fluorides; Treatment Failure"
16775685,2007,Functional & integrative genomics,"Journal Article; Research Support, Non-U.S. Gov't",Cold Temperature; Genetic Markers; MADS Domain Proteins; Plant Proteins; Quantitative Trait Loci; Triticum
24574452,2014,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article,Adult; Aged; Extracorporeal Membrane Oxygenation; Female; Follow-Up Studies; Humans; Kaplan-Meier Estimate; Male; Middle Aged; Tertiary Care Centers
17911319,2007,International journal of systematic and evolutionary microbiology,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Cluster Analysis; Cyclooxygenase 1; DNA, Protozoan; Molecular Sequence Data; Parasitology; Phylogeny; Sequence Analysis, DNA; Sequence Homology; Tetrahymenina"
27393056,1999,"Bioscience, biotechnology, and biochemistry",Journal Article,
12860797,2003,"Archives of ophthalmology (Chicago, Ill. : 1960)",Clinical Trial; Controlled Clinical Trial; Journal Article,"Adult; Aged; Female; Glaucoma, Open-Angle; Humans; Intraocular Pressure; Laser Therapy; Male; Middle Aged; Ocular Hypertension; Pilot Projects; Postoperative Complications; Prospective Studies; Safety; Trabeculectomy; Treatment Outcome; Visual Acuity"
38242733,2024,Academic radiology,Journal Article,"Humans; Pulmonary Embolism; Female; Male; Fibrin Fibrinogen Degradation Products; Middle Aged; Hospitalization; Computed Tomography Angiography; Thrombosis; Machine Learning; Biomarkers; Aged; Acute Disease; Reproducibility of Results; Retrospective Studies; Adult; Tomography, X-Ray Computed; Radiomics"
